Name,Banger?,Channel,Child Content,Child's Parent,Cold Idea,Content Pillar,Created,Created By,Divider,Editor,Focus Keywords,Grandchild,Grandparent,Graveyard,Gut Prediction,Idea,Keyword Content,Keyword Difficulty,Keyword Research,Keyword Volume,Last Updated,Late?,No.,Notes,Outstanding Amount,Paid,Paid Amount,Parent Content,Parent's Child,Pay Due Date,Pay Status,Performance Notes,Platforms,Priority,Proposed Channel,Publish Date,Pulled Notes,Pulled Resources,Quick Capture Box,Rel Seed Name,Rel. Seed,Rel. Seed Handoff,Review Date,Row Updated,Search Interest,Sponsor,Sponsor Pay Structure,Sponsor Performance,Sponsor Rate,Sponsor URL,Status,Submitter,Tags,Tasks,Topic Trend,Type,URL,Update Interval (Days),View Performance,Writer
My favorite 10 Windows Keyboard Shortcuts to BOOST your Productivity,🍋,#LeanProductivity (https://www.notion.so/LeanProductivity-8380e1295dd4439a8846b9a898501e5c?pvs=21),,,No,,"February 28, 2023 12:22 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,Windows Keyboard Shortcuts Productivity (https://www.notion.so/Windows-Keyboard-Shortcuts-Productivity-0c1e039cb40342fb9f9fbfd868766758?pvs=21),,,No,,No,https://www.notion.so/9db542b0279a49a1963a724eb4881be6,,,,,⌚️ On Time,14,Keyboard shortcuts in Windows (https://www.notion.so/Keyboard-shortcuts-in-Windows-103780c6ea4c445bbffa2808becb1c11?pvs=21),0,No,,,,"May 31, 2023",⛔️ Not Sponsored,,"Blog, Facebook, Instagram, LinkedIn, Pinterest, Twitter, YouTube",,,27/03/2023,,,No,My favorite 10 Windows Keyboard Shortcuts to BOOST your Productivity,Yes,,,"August 24, 2023 12:35 PM",,,,,,,✅ Completed,,,"Define title (https://www.notion.so/Define-title-bff964898e364c2ab100af9c408d2389?pvs=21), Create thumbnail (https://www.notion.so/Create-thumbnail-c576ce05c6c84395a266873f8bb101b3?pvs=21), Write script (https://www.notion.so/Write-script-d30db6cf33504b998dec5da92a58f802?pvs=21), Review script (https://www.notion.so/Review-script-40f625598d83453d813e79504a916d28?pvs=21), Film video (https://www.notion.so/Film-video-682c7bd78154436ba5cbed94826635e0?pvs=21), Edit video (https://www.notion.so/Edit-video-6c0afbb627f7493ebf600606fc03c53d?pvs=21), Publish video (https://www.notion.so/Publish-video-7697d9fa287a4845870eeaad90ac6eb9?pvs=21), Share on social media (Twitter, Substack, Pinterest, Facebook, LinkedIn, Website) (https://www.notion.so/Share-on-social-media-Twitter-Substack-Pinterest-Facebook-LinkedIn-Website-729c69c0f7b7463fa8c50eff4c40a130?pvs=21)",,Video,https://youtu.be/vLYhU3hiie0,,,
Top 10 Tips for Professional Online Workshops with FREE Software,🍋,#LeanProductivity (https://www.notion.so/LeanProductivity-8380e1295dd4439a8846b9a898501e5c?pvs=21),,,No,,"January 30, 2023 12:49 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,13,,0,No,,,,"April 30, 2023",⛔️ Not Sponsored,,"Facebook, Instagram, LinkedIn, Twitter, YouTube",,,23/02/2023,,,No,Top 10 Tips for Professional Online Workshops with FREE Software,Yes,,,"August 24, 2023 12:35 PM",,,,,,,✅ Completed,,,"Define title (https://www.notion.so/Define-title-f87ad12ae2664e38a07e6099ca676bb1?pvs=21), Create thumbnail (https://www.notion.so/Create-thumbnail-c579ef25dbee4cf8b6675796ccd625d2?pvs=21), Write script (https://www.notion.so/Write-script-2011a8a4f0644ff7aa6ed7ffa70cec0c?pvs=21), Review script (https://www.notion.so/Review-script-2935b4e991a8470d9f7301bc029c4030?pvs=21), Film video (https://www.notion.so/Film-video-ec6b9eb8b2c84ca3b9bfca37cb705def?pvs=21), Edit video (https://www.notion.so/Edit-video-9d05c713d4d94436b93cb27b7f39f43e?pvs=21), Publish video (https://www.notion.so/Publish-video-4a8c81c1ea26411580fbe4a9cb621804?pvs=21), Share on social media (Twitter, Substack, Pinterest, Facebook, LinkedIn, Website) (https://www.notion.so/Share-on-social-media-Twitter-Substack-Pinterest-Facebook-LinkedIn-Website-a0946bb038704289baf2b6ea197d72b1?pvs=21)",,Video,https://youtu.be/j4omgLcrziM,,,
How to Unleash the Power of AI for Stunning Video Scripting and Editing,🍋,#LeanProductivity (https://www.notion.so/LeanProductivity-8380e1295dd4439a8846b9a898501e5c?pvs=21),,,No,,"January 24, 2023 7:12 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,12,,0,No,,,,"March 31, 2023",⛔️ Not Sponsored,,"Facebook, Instagram, LinkedIn, Twitter, YouTube",,,25/01/2023,,,No,How to Unleash the Power of AI for Stunning Video Scripting and Editing,Yes,,,"August 24, 2023 12:35 PM",,,,,,,✅ Completed,,,"Define title (https://www.notion.so/Define-title-62b6a3505a4e4eb8a60d324a185306e9?pvs=21), Create thumbnail (https://www.notion.so/Create-thumbnail-fd21f78bfcb344d381094446411aa0ad?pvs=21), Write script (https://www.notion.so/Write-script-3f5719aeac18427da130f9089d40dc9f?pvs=21), Review script (https://www.notion.so/Review-script-13cab570e9424dc3a672f72baa44f4d7?pvs=21), Film video (https://www.notion.so/Film-video-254ba4ff104540f9a40c1f3814b0d96e?pvs=21), Edit video (https://www.notion.so/Edit-video-3d3f8394d1af45ec870bc5b832ad1434?pvs=21), Publish video (https://www.notion.so/Publish-video-00fe1a65a14646299a2be089ebe5902a?pvs=21), Share on social media (Twitter, Substack, Pinterest, Facebook, LinkedIn, Website) (https://www.notion.so/Share-on-social-media-Twitter-Substack-Pinterest-Facebook-LinkedIn-Website-19ca9ad48e55478895a06a61276e6179?pvs=21)",,Video,https://youtu.be/yCRT1Wsd_Ak,,,
Tips and Tools to build a SUPER PRODUCTIVE Content Creation Workflow,🍋,#LeanProductivity (https://www.notion.so/LeanProductivity-8380e1295dd4439a8846b9a898501e5c?pvs=21),,,No,,"December 28, 2022 8:47 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,productivity for content creators (https://www.notion.so/productivity-for-content-creators-422998770de94b5cbad3584b653d9373?pvs=21),,,No,,No,https://www.notion.so/7ad014c930cf41b7b5bd4c1521b3fe47,,,,,⌚️ On Time,11,,0,No,,,,"March 31, 2023",⛔️ Not Sponsored,,"LinkedIn, Twitter, YouTube",,,11/01/2023,,,No,Tips and Tools to build a SUPER PRODUCTIVE Content Creation Workflow,Yes,,,"August 24, 2023 12:35 PM",,,,,,,✅ Completed,,,"Define title (https://www.notion.so/Define-title-360ca547dd67483087c15dce43ddb4ea?pvs=21), Create thumbnail (https://www.notion.so/Create-thumbnail-f47a1bf43abf4c33bcf37d4e5be7b554?pvs=21), Write script (https://www.notion.so/Write-script-1ef5cfa27b05447da8328cfa2978b444?pvs=21), Review script (https://www.notion.so/Review-script-47880870fa1b4cdf8bc772b8852131d4?pvs=21), Film video (https://www.notion.so/Film-video-5d9cf4b26f444bd6affb8379a0307868?pvs=21), Edit video (https://www.notion.so/Edit-video-679675c0b6a14df6bacb69d34607de4a?pvs=21), Publish video (https://www.notion.so/Publish-video-cfde4652ab8340fe98b5b081ec23a669?pvs=21), Share on social media (Twitter, Substack, Pinterest, Facebook, LinkedIn, Website) (https://www.notion.so/Share-on-social-media-Twitter-Substack-Pinterest-Facebook-LinkedIn-Website-3e139d20a72e4dc0ba502cfe29bbfef2?pvs=21), Create .srt file (https://www.notion.so/Create-srt-file-582c9e67ef554e3ebcd0ae4109744d3a?pvs=21)",,Video,https://youtu.be/UxHwKOdbhJY,,,
I CHECKED these TOP 6 Prioritization methods - so YOU don’t have to,🍋,#LeanProductivity (https://www.notion.so/LeanProductivity-8380e1295dd4439a8846b9a898501e5c?pvs=21),,,No,,"November 23, 2022 10:17 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,"Top 6 Prioritization Methods (https://www.notion.so/Top-6-Prioritization-Methods-71f7a3793ea04af89f22175056cbba7d?pvs=21), Untitled (https://www.notion.so/c08872aa312743c2a5b353c870adeb49?pvs=21), Untitled (https://www.notion.so/dee7cbc4a2484d1bbf79b90ff1b1a010?pvs=21), Untitled (https://www.notion.so/a964ea0a9a5f4542bd47f68b7858bb96?pvs=21), Untitled (https://www.notion.so/79acdf92533d40f38657aef138472136?pvs=21)",,,No,,No,https://www.notion.so/0268fb8340454938a5d902b6e72d2baa,,,,,⌚️ On Time,10,,0,No,,,,"January 31, 2023",⛔️ Not Sponsored,,"Blog, Instagram, LinkedIn, Pinterest, Twitter, YouTube",,,29/11/2022,,,No,I CHECKED these TOP 6 Prioritization methods - so YOU don’t have to,Yes,,,"August 24, 2023 12:35 PM",,,,,,,✅ Completed,,,"Define title (https://www.notion.so/Define-title-349cbd3878ce4fd2a5595708593ba1b4?pvs=21), Create thumbnail (https://www.notion.so/Create-thumbnail-20170412f36844eab332ec14c6221513?pvs=21), Write script (https://www.notion.so/Write-script-d3569783038e492a8650a99c770e8988?pvs=21), Review script (https://www.notion.so/Review-script-e8a78748041b46a58db60881189d8086?pvs=21), Film video (https://www.notion.so/Film-video-6adde25a7ed7488e9895199a4fc068b1?pvs=21), Edit video (https://www.notion.so/Edit-video-3148811cabf74064ae359e3beb8568b7?pvs=21), Publish video (https://www.notion.so/Publish-video-c96da881e12b4a9da5a9c833ed5bc24f?pvs=21), Share on social media (Twitter, Substack, Pinterest, Facebook, LinkedIn, Website) (https://www.notion.so/Share-on-social-media-Twitter-Substack-Pinterest-Facebook-LinkedIn-Website-38801ce345864eaf981310d2eb8fa5cb?pvs=21)",,Video,https://youtu.be/zA2Lvw0jhmI,,,
4 More Free AND Better Everyday Apps for Windows,🍋,#LeanProductivity (https://www.notion.so/LeanProductivity-8380e1295dd4439a8846b9a898501e5c?pvs=21),,,No,,"October 11, 2022 2:28 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,best free windows apps (https://www.notion.so/best-free-windows-apps-84fc7a7f884e46b8a032d9dbbeeffbb5?pvs=21),,,No,,No,"https://www.notion.so/48f3244021d746b490ba5b0efb07f460, https://www.notion.so/af57874cc1ed450f9f2534e2ce4c01c5",,,,,⌚️ On Time,9,,0,No,,,,"December 31, 2022",⛔️ Not Sponsored,,"Blog, Facebook, Instagram, LinkedIn, Twitter, YouTube",,,18/10/2022,,,No,4 More Free AND Better Everyday Apps for Windows,Yes,,,"August 24, 2023 12:35 PM",,,,,,,✅ Completed,,,"Define title (https://www.notion.so/Define-title-9ce13eecc46145af8eb90d573d8d2ce2?pvs=21), Create thumbnail (https://www.notion.so/Create-thumbnail-5f45f13d5ac14b3490130b9c1437baff?pvs=21), Write script (https://www.notion.so/Write-script-ec896359886f4969b7a66ce8064229a9?pvs=21), Review script (https://www.notion.so/Review-script-f2b83eac1a434e6f9c2f8167dba89c4b?pvs=21), Film video (https://www.notion.so/Film-video-708b7d2a212d455d80e43f0e3c870416?pvs=21), Edit video (https://www.notion.so/Edit-video-13bee122379540daaf3518f4d8c54353?pvs=21), Publish video (https://www.notion.so/Publish-video-f107ea588f524a2d990bb1a80bdd2abf?pvs=21), Share on social media (Twitter, Substack, Pinterest, Facebook, LinkedIn, Website) (https://www.notion.so/Share-on-social-media-Twitter-Substack-Pinterest-Facebook-LinkedIn-Website-12b5a44230164f2fabbe12e0313f5cc5?pvs=21)",,Video,https://youtu.be/y3dZpOYV2d4,,,
How to achieve maximum productivity on minimum space,⭐⭐⭐⭐⭐,#LeanProductivity (https://www.notion.so/LeanProductivity-8380e1295dd4439a8846b9a898501e5c?pvs=21),,,No,,"July 21, 2022 10:49 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,Sascha,Productivity Keywords (https://www.notion.so/Productivity-Keywords-321823684f7f42879a05b98af233aaab?pvs=21),,,No,HIGH,No,https://www.notion.so/b433ded194364a298335ae3b28c0f661,,,,,⌚️ On Time,1,,0,No,,,,"September 30, 2022",⛔️ Not Sponsored,,"Blog, Facebook, Instagram, LinkedIn, Twitter, YouTube",,,17/07/2022,,,No,How to achieve maximum productivity on minimum space,Yes,,,"August 15, 2023 2:36 PM",Medium,,,,,,✅ Completed,,Productivity,,HIGH,Video,https://youtu.be/v_dwjNFiHJo,,🙂 Good,Sascha
How to get syntax highlighting and auto-complete for DAX in Notepad++,⭐⭐⭐⭐⭐,#LeanProductivity (https://www.notion.so/LeanProductivity-8380e1295dd4439a8846b9a898501e5c?pvs=21),,,No,,"July 21, 2022 10:54 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,Sascha,,,,No,HIGH,No,,,,,,⌚️ On Time,2,,0,No,,,,"September 30, 2022",⛔️ Not Sponsored,,"Blog, LinkedIn, Twitter, YouTube",,,20/07/2022,,,No,How to get syntax highlighting and auto-complete for DAX in Notepad++,Yes,,,"August 15, 2023 2:36 PM",HIGH,,,,,,✅ Completed,,Tutorial,,HIGH,Video,https://youtu.be/hEQ3BeJv324,,🙂 Good,Sascha
Obsidian templates for business notes,🍋,Digital Products (https://www.notion.so/Digital-Products-23dede1e6a9e4b9eb33caca3aef55a54?pvs=21),,,No,,"August 14, 2023 6:19 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,Yes,,,,,,⌚️ On Time,,,0,No,,,,,⛔️ Not Sponsored,,,,,,,,No,Obsidian templates for business notes,Yes,,,"August 14, 2023 6:19 PM",,,,,,,🧠 Planned,,Productivity,,,Downloadable,,,,
Unlocking Your Creative Flow: Techniques for Enhanced Productivity,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"July 24, 2023 11:14 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"September 30, 2023",⛔️ Not Sponsored,,"Facebook, Instagram, LinkedIn, Twitter",,,24/07/2023,,,No,Unlocking Your Creative Flow: Techniques for Enhanced Productivity,Yes,,,"August 7, 2023 4:55 PM",,,,,,,✅ Completed,,Productivity,,,Twitter,https://twitter.com/skasper/status/1683431145273188352?s=20,,,
Mastering the Art of Delegation for Increased Productivity,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"July 24, 2023 11:31 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"September 30, 2023",⛔️ Not Sponsored,,"Facebook, Instagram, LinkedIn, Twitter",,,25/07/2023,,,No,Mastering the Art of Delegation for Increased Productivity,Yes,,,"August 7, 2023 4:54 PM",,,,,,,✅ Completed,,Productivity,,,Twitter,https://twitter.com/skasper/status/1683734133565009920?s=20,,,
Targets vs Goals,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"July 29, 2023 2:05 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"September 30, 2023",⛔️ Not Sponsored,,"Facebook, Instagram, Twitter",,,31/07/2023,,,No,Targets vs Goals,Yes,,,"August 7, 2023 4:52 PM",,,,,,,✅ Completed,,,,,Twitter,https://twitter.com/skasper/status/1685967862043648002?s=20,,,
Kripkean Dogmatism,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"September 7, 2022 11:56 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"October 31, 2023",⛔️ Not Sponsored,,"Facebook, Instagram, LinkedIn, Twitter",,,01/08/2023,,,No,Kripkean Dogmatism,Yes,,,"August 7, 2023 4:50 PM",,,,,,,✅ Completed,,Tutorial,,,Twitter,https://twitter.com/skasper/status/1686270890852380672,,,
Boost Your Focus and Concentration with These Techniques,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"August 3, 2023 9:55 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"October 31, 2023",⛔️ Not Sponsored,,"Facebook, Instagram, LinkedIn, Twitter",,,03/08/2023,,,No,Boost Your Focus and Concentration with These Techniques,Yes,,,"August 7, 2023 4:47 PM",,,,,,,✅ Completed,,,,,Twitter,https://twitter.com/skasper/status/1687026079632891904,,,
How to Combat Burnout and Maintain High Productivity,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"August 3, 2023 10:03 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"October 31, 2023",⛔️ Not Sponsored,,"Facebook, Instagram, LinkedIn, Twitter",,,04/08/2023,,,No,How to Combat Burnout and Maintain High Productivity,Yes,,,"August 7, 2023 4:44 PM",,,,,,,✅ Completed,,,,,Twitter,https://twitter.com/skasper/status/1687359027896778752,,,
How to Optimize Your Digital Workspace for Efficiency,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"August 3, 2023 5:12 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"October 31, 2023",⛔️ Not Sponsored,,"Facebook, Instagram, LinkedIn, Twitter",,,04/08/2023,,,No,How to Optimize Your Digital Workspace for Efficiency,Yes,,,"August 7, 2023 4:42 PM",,,,,,,✅ Completed,,,,,Twitter,https://twitter.com/skasper/status/1687417166763626496,,,
WFH Tips,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"August 6, 2023 1:05 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"October 31, 2023",⛔️ Not Sponsored,,"Facebook, Instagram, LinkedIn, Twitter",,,07/08/2023,,,No,WFH Tips,Yes,,,"August 7, 2023 4:39 PM",,,,,,,✅ Completed,,,,,Twitter,https://twitter.com/skasper/status/1688444463134224384,,,
Cornell Notes Template Word,🍋,Digital Products (https://www.notion.so/Digital-Products-23dede1e6a9e4b9eb33caca3aef55a54?pvs=21),,,No,,"August 7, 2023 4:03 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,"August 6, 2023",⌚️ On Time,6,,0,No,,,,"October 31, 2023",⛔️ Not Sponsored,,"Gumroad, Ko-Fi",,,06/08/2023,,,No,Cornell Notes Template Word,Yes,,,"August 7, 2023 4:09 PM",,,,,,,✅ Completed,,,,,Downloadable,https://store.sascha-kasper.com/l/cornellword,,,
RICE Template,🍋,Digital Products (https://www.notion.so/Digital-Products-23dede1e6a9e4b9eb33caca3aef55a54?pvs=21),,,No,,"January 5, 2023 11:14 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,"January 27, 2023",⌚️ On Time,5,,0,No,,,,"March 31, 2023",⛔️ Not Sponsored,,Ko-Fi,,,27/01/2023,,,No,RICE Template,Yes,,,"August 7, 2023 4:09 PM",,,,,,,✅ Completed,,,,,Downloadable,http://store.sascha-kasper.com/l/rice,,,
Workshop Feedback Template,🍋,Digital Products (https://www.notion.so/Digital-Products-23dede1e6a9e4b9eb33caca3aef55a54?pvs=21),,,No,,"July 6, 2023 12:25 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,"July 6, 2023",⌚️ On Time,4,,0,No,,,,"September 30, 2023",⛔️ Not Sponsored,,Ko-Fi,,,06/07/2023,,,No,Workshop Feedback Template,Yes,,,"August 7, 2023 4:09 PM",,,,,,,✅ Completed,,,,,Downloadable,http://store.sascha-kasper.com/l/fbquestions,,,
DAX & PowerQuery Bundle,🍋,Digital Products (https://www.notion.so/Digital-Products-23dede1e6a9e4b9eb33caca3aef55a54?pvs=21),,,No,,"August 7, 2023 4:06 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,"August 1, 2023",⌚️ On Time,3,,0,No,,,,"October 31, 2023",⛔️ Not Sponsored,,,,,05/08/2023,,,No,DAX & PowerQuery Bundle,Yes,,,"August 7, 2023 4:09 PM",,,,,,,✅ Completed,,,,,Downloadable,http://store.sascha-kasper.com/l/nppbundle,,,
PowerQuery Syntax Highlighting,🍋,Digital Products (https://www.notion.so/Digital-Products-23dede1e6a9e4b9eb33caca3aef55a54?pvs=21),,,No,,"August 7, 2023 4:06 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,"June 14, 2023",⌚️ On Time,2,,0,No,,,,"October 31, 2022",⛔️ Not Sponsored,,,,,07/08/2022,,,No,PowerQuery Syntax Highlighting,Yes,,,"August 7, 2023 4:09 PM",,,,,,,✅ Completed,,,,,Downloadable,http://store.sascha-kasper.com/l/npppq,,,
DAX Syntax Highlighting,🍋,Digital Products (https://www.notion.so/Digital-Products-23dede1e6a9e4b9eb33caca3aef55a54?pvs=21),,,No,,"July 6, 2023 12:25 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,"June 14, 2023",⌚️ On Time,1,,0,No,,,,"October 31, 2022",⛔️ Not Sponsored,,,,,07/08/2022,,,No,DAX Syntax Highlighting,Yes,,,"August 7, 2023 4:08 PM",,,,,,,✅ Completed,,,,,Downloadable,http://store.sascha-kasper.com/l/nppdax,,,
How to overcome procrastination,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"April 25, 2023 9:51 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"September 30, 2023",⛔️ Not Sponsored,,"Facebook, Instagram, Twitter",,,10/07/2023,,,No,How to overcome procrastination,Yes,,,"August 7, 2023 12:26 PM",,,,,,,✅ Completed,,Productivity,,,Twitter,,,,
How to set goals and what’s the difference to targets,🍋,#LeanProductivity (https://www.notion.so/LeanProductivity-8380e1295dd4439a8846b9a898501e5c?pvs=21),,,No,,"August 4, 2023 11:04 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,Yes,,,,,,⌚️ On Time,999,Research Goal Setting (https://www.notion.so/Research-Goal-Setting-c9935a964be64afcb4a40e2f6dcbc8eb?pvs=21),0,No,,,,,⛔️ Not Sponsored,,,,,,,,No,How to set goals and what’s the difference to targets,Yes,,,"August 4, 2023 11:05 AM",,,,,,,🧠 Planned,,,,,Video,,,,
Amp up your downtime,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"April 20, 2023 2:52 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"September 30, 2023",⛔️ Not Sponsored,,"Facebook, Instagram, LinkedIn, Twitter",,,06/07/2023,,,No,Amp up your downtime,Yes,,,"July 31, 2023 9:13 AM",,,,,,,✅ Completed,,Productivity,,,Twitter,https://twitter.com/skasper/status/1683432903735164928?s=20,,,
Review of “Take Command”,🍋,SDK Blog (https://www.notion.so/SDK-Blog-5ad06f2c31ee4dd89ea378154c217055?pvs=21),,,No,,"July 29, 2023 2:49 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,Yes,,,,,,⌚️ On Time,,,0,No,,,,,⛔️ Not Sponsored,,Blog,,,,,,No,Review of “Take Command”,Yes,,,"July 29, 2023 3:07 PM",,,,,,,✏️ Writing,,,,,Blog,,,,
Famous expressions coined by Shakespeare,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"July 29, 2023 1:07 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"September 30, 2023",⛔️ Not Sponsored,,"Facebook, Instagram, Twitter",,,30/07/2023,,,No,Famous expressions coined by Shakespeare,Yes,,,"July 29, 2023 1:17 PM",,,,,,,✅ Completed,,,,,Twitter,,,,
How to Create a Productive Morning Routine,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"July 6, 2023 3:39 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"September 30, 2023",⛔️ Not Sponsored,,"Facebook, Instagram, Twitter",,,13/07/2023,,,No,How to Create a Productive Morning Routine,Yes,,,"July 28, 2023 4:36 PM",,,,,,,✅ Completed,,,,,Twitter,,,,
